input_db,output_db,gain_reduction_db,threshold,ratio,knee,attack_ms,release_ms
-60.0,-63.01,3.01,-30.0,4.0,,0.5,400.0
-57.5,-60.51,3.01,-30.0,4.0,,0.5,400.0
-55.0,-58.01,3.01,-30.0,4.0,,0.5,400.0
-52.5,-55.51,3.01,-30.0,4.0,,0.5,400.0
-50.0,-53.01,3.01,-30.0,4.0,,0.5,400.0
-47.5,-50.51,3.01,-30.0,4.0,,0.5,400.0
-45.0,-48.01,3.01,-30.0,4.0,,0.5,400.0
-42.5,-45.51,3.01,-30.0,4.0,,0.5,400.0
-40.0,-43.07,3.07,-30.0,4.0,,0.5,400.0
-37.5,-41.1,3.6,-30.0,4.0,,0.5,400.0
-35.0,-39.7,4.7,-30.0,4.0,,0.5,400.0
-32.5,-38.87,6.37,-30.0,4.0,,0.5,400.0
-30.0,-38.24,8.24,-30.0,4.0,,0.5,400.0
-27.5,-37.62,10.12,-30.0,4.0,,0.5,400.0
-25.0,-36.99,11.99,-30.0,4.0,,0.5,400.0
-22.5,-36.37,13.87,-30.0,4.0,,0.5,400.0
-20.0,-35.74,15.74,-30.0,4.0,,0.5,400.0
-17.5,-35.12,17.62,-30.0,4.0,,0.5,400.0
-15.0,-34.49,19.49,-30.0,4.0,,0.5,400.0
-12.5,-33.87,21.37,-30.0,4.0,,0.5,400.0
-10.0,-33.24,23.24,-30.0,4.0,,0.5,400.0
-7.5,-32.61,25.11,-30.0,4.0,,0.5,400.0
-5.0,-31.99,26.99,-30.0,4.0,,0.5,400.0
-2.5,-31.35,28.85,-30.0,4.0,,0.5,400.0
0.0,-30.69,30.69,-30.0,4.0,,0.5,400.0
-60.0,-63.01,3.01,-30.0,5.0,,0.5,400.0
-57.5,-60.51,3.01,-30.0,5.0,,0.5,400.0
-55.0,-58.01,3.01,-30.0,5.0,,0.5,400.0
-52.5,-55.51,3.01,-30.0,5.0,,0.5,400.0
-50.0,-53.01,3.01,-30.0,5.0,,0.5,400.0
-47.5,-50.51,3.01,-30.0,5.0,,0.5,400.0
-45.0,-48.01,3.01,-30.0,5.0,,0.5,400.0
-42.5,-45.51,3.01,-30.0,5.0,,0.5,400.0
-40.0,-43.07,3.07,-30.0,5.0,,0.5,400.0
-37.5,-41.13,3.63,-30.0,5.0,,0.5,400.0
-35.0,-39.8,4.8,-30.0,5.0,,0.5,400.0
-32.5,-39.06,6.56,-30.0,5.0,,0.5,400.0
-30.0,-38.54,8.54,-30.0,5.0,,0.5,400.0
-27.5,-38.03,10.53,-30.0,5.0,,0.5,400.0
-25.0,-37.51,12.51,-30.0,5.0,,0.5,400.0
-22.5,-36.99,14.49,-30.0,5.0,,0.5,400.0
-20.0,-36.48,16.48,-30.0,5.0,,0.5,400.0
-17.5,-35.96,18.46,-30.0,5.0,,0.5,400.0
-15.0,-35.44,20.44,-30.0,5.0,,0.5,400.0
-12.5,-34.93,22.43,-30.0,5.0,,0.5,400.0
-10.0,-34.41,24.41,-30.0,5.0,,0.5,400.0
-7.5,-33.89,26.39,-30.0,5.0,,0.5,400.0
-5.0,-33.37,28.37,-30.0,5.0,,0.5,400.0
-2.5,-32.84,30.34,-30.0,5.0,,0.5,400.0
0.0,-32.29,32.29,-30.0,5.0,,0.5,400.0
-60.0,-63.01,3.01,-30.0,6.0,,0.5,400.0
-57.5,-60.51,3.01,-30.0,6.0,,0.5,400.0
-55.0,-58.01,3.01,-30.0,6.0,,0.5,400.0
-52.5,-55.51,3.01,-30.0,6.0,,0.5,400.0
-50.0,-53.01,3.01,-30.0,6.0,,0.5,400.0
-47.5,-50.51,3.01,-30.0,6.0,,0.5,400.0
-45.0,-48.01,3.01,-30.0,6.0,,0.5,400.0
-42.5,-45.51,3.01,-30.0,6.0,,0.5,400.0
-40.0,-43.07,3.07,-30.0,6.0,,0.5,400.0
-37.5,-41.16,3.66,-30.0,6.0,,0.5,400.0
-35.0,-39.87,4.87,-30.0,6.0,,0.5,400.0
-32.5,-39.2,6.7,-30.0,6.0,,0.5,400.0
-30.0,-38.76,8.76,-30.0,6.0,,0.5,400.0
-27.5,-38.32,10.82,-30.0,6.0,,0.5,400.0
-25.0,-37.88,12.88,-30.0,6.0,,0.5,400.0
-22.5,-37.44,14.94,-30.0,6.0,,0.5,400.0
-20.0,-37.0,17.0,-30.0,6.0,,0.5,400.0
-17.5,-36.56,19.06,-30.0,6.0,,0.5,400.0
-15.0,-36.12,21.12,-30.0,6.0,,0.5,400.0
-12.5,-35.68,23.18,-30.0,6.0,,0.5,400.0
-10.0,-35.24,25.24,-30.0,6.0,,0.5,400.0
-7.5,-34.79,27.29,-30.0,6.0,,0.5,400.0
-5.0,-34.35,29.35,-30.0,6.0,,0.5,400.0
-2.5,-33.9,31.4,-30.0,6.0,,0.5,400.0
0.0,-33.42,33.42,-30.0,6.0,,0.5,400.0
-60.0,-63.01,3.01,-30.0,7.0,,0.5,400.0
-57.5,-60.51,3.01,-30.0,7.0,,0.5,400.0
-55.0,-58.01,3.01,-30.0,7.0,,0.5,400.0
-52.5,-55.51,3.01,-30.0,7.0,,0.5,400.0
-50.0,-53.01,3.01,-30.0,7.0,,0.5,400.0
-47.5,-50.51,3.01,-30.0,7.0,,0.5,400.0
-45.0,-48.01,3.01,-30.0,7.0,,0.5,400.0
-42.5,-45.51,3.01,-30.0,7.0,,0.5,400.0
-40.0,-43.07,3.07,-30.0,7.0,,0.5,400.0
-37.5,-41.18,3.68,-30.0,7.0,,0.5,400.0
-35.0,-39.92,4.92,-30.0,7.0,,0.5,400.0
-32.5,-39.3,6.8,-30.0,7.0,,0.5,400.0
-30.0,-38.92,8.92,-30.0,7.0,,0.5,400.0
-27.5,-38.53,11.03,-30.0,7.0,,0.5,400.0
-25.0,-38.15,13.15,-30.0,7.0,,0.5,400.0
-22.5,-37.77,15.27,-30.0,7.0,,0.5,400.0
-20.0,-37.39,17.39,-30.0,7.0,,0.5,400.0
-17.5,-37.0,19.5,-30.0,7.0,,0.5,400.0
-15.0,-36.62,21.62,-30.0,7.0,,0.5,400.0
-12.5,-36.24,23.74,-30.0,7.0,,0.5,400.0
-10.0,-35.85,25.85,-30.0,7.0,,0.5,400.0
-7.5,-35.47,27.97,-30.0,7.0,,0.5,400.0
-5.0,-35.08,30.08,-30.0,7.0,,0.5,400.0
-2.5,-34.69,32.19,-30.0,7.0,,0.5,400.0
0.0,-34.27,34.27,-30.0,7.0,,0.5,400.0
-60.0,-63.01,3.01,-30.0,7.0,,0.5,400.0
-57.5,-60.51,3.01,-30.0,7.0,,0.5,400.0
-55.0,-58.01,3.01,-30.0,7.0,,0.5,400.0
-52.5,-55.51,3.01,-30.0,7.0,,0.5,400.0
-50.0,-53.01,3.01,-30.0,7.0,,0.5,400.0
-47.5,-50.51,3.01,-30.0,7.0,,0.5,400.0
-45.0,-48.01,3.01,-30.0,7.0,,0.5,400.0
-42.5,-45.51,3.01,-30.0,7.0,,0.5,400.0
-40.0,-43.07,3.07,-30.0,7.0,,0.5,400.0
-37.5,-41.19,3.69,-30.0,7.0,,0.5,400.0
-35.0,-39.96,4.96,-30.0,7.0,,0.5,400.0
-32.5,-39.38,6.88,-30.0,7.0,,0.5,400.0
-30.0,-39.04,9.04,-30.0,7.0,,0.5,400.0
-27.5,-38.7,11.2,-30.0,7.0,,0.5,400.0
-25.0,-38.36,13.36,-30.0,7.0,,0.5,400.0
-22.5,-38.02,15.52,-30.0,7.0,,0.5,400.0
-20.0,-37.68,17.68,-30.0,7.0,,0.5,400.0
-17.5,-37.34,19.84,-30.0,7.0,,0.5,400.0
-15.0,-37.0,22.0,-30.0,7.0,,0.5,400.0
-12.5,-36.66,24.16,-30.0,7.0,,0.5,400.0
-10.0,-36.32,26.32,-30.0,7.0,,0.5,400.0
-7.5,-35.98,28.48,-30.0,7.0,,0.5,400.0
-5.0,-35.64,30.64,-30.0,7.0,,0.5,400.0
-2.5,-35.29,32.79,-30.0,7.0,,0.5,400.0
0.0,-34.91,34.91,-30.0,7.0,,0.5,400.0
-60.0,-63.01,3.01,-30.0,8.0,,0.5,400.0
-57.5,-60.51,3.01,-30.0,8.0,,0.5,400.0
-55.0,-58.01,3.01,-30.0,8.0,,0.5,400.0
-52.5,-55.51,3.01,-30.0,8.0,,0.5,400.0
-50.0,-53.01,3.01,-30.0,8.0,,0.5,400.0
-47.5,-50.51,3.01,-30.0,8.0,,0.5,400.0
-45.0,-48.01,3.01,-30.0,8.0,,0.5,400.0
-42.5,-45.51,3.01,-30.0,8.0,,0.5,400.0
-40.0,-43.07,3.07,-30.0,8.0,,0.5,400.0
-37.5,-41.2,3.7,-30.0,8.0,,0.5,400.0
-35.0,-39.99,4.99,-30.0,8.0,,0.5,400.0
-32.5,-39.44,6.94,-30.0,8.0,,0.5,400.0
-30.0,-39.14,9.14,-30.0,8.0,,0.5,400.0
-27.5,-38.83,11.33,-30.0,8.0,,0.5,400.0
-25.0,-38.53,13.53,-30.0,8.0,,0.5,400.0
-22.5,-38.22,15.72,-30.0,8.0,,0.5,400.0
-20.0,-37.92,17.92,-30.0,8.0,,0.5,400.0
-17.5,-37.61,20.11,-30.0,8.0,,0.5,400.0
-15.0,-37.31,22.31,-30.0,8.0,,0.5,400.0
-12.5,-37.0,24.5,-30.0,8.0,,0.5,400.0
-10.0,-36.7,26.7,-30.0,8.0,,0.5,400.0
-7.5,-36.39,28.89,-30.0,8.0,,0.5,400.0
-5.0,-36.08,31.08,-30.0,8.0,,0.5,400.0
-2.5,-35.77,33.27,-30.0,8.0,,0.5,400.0
0.0,-35.43,35.43,-30.0,8.0,,0.5,400.0
-60.0,-63.01,3.01,-30.0,9.0,,0.5,400.0
-57.5,-60.51,3.01,-30.0,9.0,,0.5,400.0
-55.0,-58.01,3.01,-30.0,9.0,,0.5,400.0
-52.5,-55.51,3.01,-30.0,9.0,,0.5,400.0
-50.0,-53.01,3.01,-30.0,9.0,,0.5,400.0
-47.5,-50.51,3.01,-30.0,9.0,,0.5,400.0
-45.0,-48.01,3.01,-30.0,9.0,,0.5,400.0
-42.5,-45.51,3.01,-30.0,9.0,,0.5,400.0
-40.0,-43.08,3.08,-30.0,9.0,,0.5,400.0
-37.5,-41.21,3.71,-30.0,9.0,,0.5,400.0
-35.0,-40.02,5.02,-30.0,9.0,,0.5,400.0
-32.5,-39.49,6.99,-30.0,9.0,,0.5,400.0
-30.0,-39.21,9.21,-30.0,9.0,,0.5,400.0
-27.5,-38.94,11.44,-30.0,9.0,,0.5,400.0
-25.0,-38.66,13.66,-30.0,9.0,,0.5,400.0
-22.5,-38.39,15.89,-30.0,9.0,,0.5,400.0
-20.0,-38.11,18.11,-30.0,9.0,,0.5,400.0
-17.5,-37.83,20.33,-30.0,9.0,,0.5,400.0
-15.0,-37.56,22.56,-30.0,9.0,,0.5,400.0
-12.5,-37.28,24.78,-30.0,9.0,,0.5,400.0
-10.0,-37.0,27.0,-30.0,9.0,,0.5,400.0
-7.5,-36.73,29.23,-30.0,9.0,,0.5,400.0
-5.0,-36.45,31.45,-30.0,9.0,,0.5,400.0
-2.5,-36.16,33.66,-30.0,9.0,,0.5,400.0
0.0,-35.84,35.84,-30.0,9.0,,0.5,400.0
-60.0,-63.01,3.01,-30.0,10.0,,0.5,400.0
-57.5,-60.51,3.01,-30.0,10.0,,0.5,400.0
-55.0,-58.01,3.01,-30.0,10.0,,0.5,400.0
-52.5,-55.51,3.01,-30.0,10.0,,0.5,400.0
-50.0,-53.01,3.01,-30.0,10.0,,0.5,400.0
-47.5,-50.51,3.01,-30.0,10.0,,0.5,400.0
-45.0,-48.01,3.01,-30.0,10.0,,0.5,400.0
-42.5,-45.51,3.01,-30.0,10.0,,0.5,400.0
-40.0,-43.08,3.08,-30.0,10.0,,0.5,400.0
-37.5,-41.22,3.72,-30.0,10.0,,0.5,400.0
-35.0,-40.04,5.04,-30.0,10.0,,0.5,400.0
-32.5,-39.53,7.03,-30.0,10.0,,0.5,400.0
-30.0,-39.28,9.28,-30.0,10.0,,0.5,400.0
-27.5,-39.03,11.53,-30.0,10.0,,0.5,400.0
-25.0,-38.77,13.77,-30.0,10.0,,0.5,400.0
-22.5,-38.52,16.02,-30.0,10.0,,0.5,400.0
-20.0,-38.27,18.27,-30.0,10.0,,0.5,400.0
-17.5,-38.02,20.52,-30.0,10.0,,0.5,400.0
-15.0,-37.76,22.76,-30.0,10.0,,0.5,400.0
-12.5,-37.51,25.01,-30.0,10.0,,0.5,400.0
-10.0,-37.26,27.26,-30.0,10.0,,0.5,400.0
-7.5,-37.0,29.5,-30.0,10.0,,0.5,400.0
-5.0,-36.75,31.75,-30.0,10.0,,0.5,400.0
-2.5,-36.48,33.98,-30.0,10.0,,0.5,400.0
0.0,-36.19,36.19,-30.0,10.0,,0.5,400.0
-60.0,-63.01,3.01,-30.0,11.0,,0.5,400.0
-57.5,-60.51,3.01,-30.0,11.0,,0.5,400.0
-55.0,-58.01,3.01,-30.0,11.0,,0.5,400.0
-52.5,-55.51,3.01,-30.0,11.0,,0.5,400.0
-50.0,-53.01,3.01,-30.0,11.0,,0.5,400.0
-47.5,-50.51,3.01,-30.0,11.0,,0.5,400.0
-45.0,-48.01,3.01,-30.0,11.0,,0.5,400.0
-42.5,-45.51,3.01,-30.0,11.0,,0.5,400.0
-40.0,-43.08,3.08,-30.0,11.0,,0.5,400.0
-37.5,-41.22,3.72,-30.0,11.0,,0.5,400.0
-35.0,-40.06,5.06,-30.0,11.0,,0.5,400.0
-32.5,-39.57,7.07,-30.0,11.0,,0.5,400.0
-30.0,-39.34,9.34,-30.0,11.0,,0.5,400.0
-27.5,-39.1,11.6,-30.0,11.0,,0.5,400.0
-25.0,-38.87,13.87,-30.0,11.0,,0.5,400.0
-22.5,-38.64,16.14,-30.0,11.0,,0.5,400.0
-20.0,-38.4,18.4,-30.0,11.0,,0.5,400.0
-17.5,-38.17,20.67,-30.0,11.0,,0.5,400.0
-15.0,-37.94,22.94,-30.0,11.0,,0.5,400.0
-12.5,-37.71,25.21,-30.0,11.0,,0.5,400.0
-10.0,-37.47,27.47,-30.0,11.0,,0.5,400.0
-7.5,-37.24,29.74,-30.0,11.0,,0.5,400.0
-5.0,-37.0,32.0,-30.0,11.0,,0.5,400.0
-2.5,-36.76,34.26,-30.0,11.0,,0.5,400.0
0.0,-36.49,36.49,-30.0,11.0,,0.5,400.0
-60.0,-63.01,3.01,-30.0,12.0,,0.5,400.0
-57.5,-60.51,3.01,-30.0,12.0,,0.5,400.0
-55.0,-58.01,3.01,-30.0,12.0,,0.5,400.0
-52.5,-55.51,3.01,-30.0,12.0,,0.5,400.0
-50.0,-53.01,3.01,-30.0,12.0,,0.5,400.0
-47.5,-50.51,3.01,-30.0,12.0,,0.5,400.0
-45.0,-48.01,3.01,-30.0,12.0,,0.5,400.0
-42.5,-45.51,3.01,-30.0,12.0,,0.5,400.0
-40.0,-43.08,3.08,-30.0,12.0,,0.5,400.0
-37.5,-41.23,3.73,-30.0,12.0,,0.5,400.0
-35.0,-40.07,5.07,-30.0,12.0,,0.5,400.0
-32.5,-39.6,7.1,-30.0,12.0,,0.5,400.0
-30.0,-39.38,9.38,-30.0,12.0,,0.5,400.0
-27.5,-39.17,11.67,-30.0,12.0,,0.5,400.0
-25.0,-38.95,13.95,-30.0,12.0,,0.5,400.0
-22.5,-38.73,16.23,-30.0,12.0,,0.5,400.0
-20.0,-38.52,18.52,-30.0,12.0,,0.5,400.0
-17.5,-38.3,20.8,-30.0,12.0,,0.5,400.0
-15.0,-38.09,23.09,-30.0,12.0,,0.5,400.0
-12.5,-37.87,25.37,-30.0,12.0,,0.5,400.0
-10.0,-37.65,27.65,-30.0,12.0,,0.5,400.0
-7.5,-37.44,29.94,-30.0,12.0,,0.5,400.0
-5.0,-37.22,32.22,-30.0,12.0,,0.5,400.0
-2.5,-36.99,34.49,-30.0,12.0,,0.5,400.0
0.0,-36.74,36.74,-30.0,12.0,,0.5,400.0
-60.0,-63.01,3.01,-30.0,12.0,,0.5,400.0
-57.5,-60.51,3.01,-30.0,12.0,,0.5,400.0
-55.0,-58.01,3.01,-30.0,12.0,,0.5,400.0
-52.5,-55.51,3.01,-30.0,12.0,,0.5,400.0
-50.0,-53.01,3.01,-30.0,12.0,,0.5,400.0
-47.5,-50.51,3.01,-30.0,12.0,,0.5,400.0
-45.0,-48.01,3.01,-30.0,12.0,,0.5,400.0
-42.5,-45.51,3.01,-30.0,12.0,,0.5,400.0
-40.0,-43.08,3.08,-30.0,12.0,,0.5,400.0
-37.5,-41.23,3.73,-30.0,12.0,,0.5,400.0
-35.0,-40.08,5.08,-30.0,12.0,,0.5,400.0
-32.5,-39.62,7.12,-30.0,12.0,,0.5,400.0
-30.0,-39.42,9.42,-30.0,12.0,,0.5,400.0
-27.5,-39.22,11.72,-30.0,12.0,,0.5,400.0
-25.0,-39.02,14.02,-30.0,12.0,,0.5,400.0
-22.5,-38.82,16.32,-30.0,12.0,,0.5,400.0
-20.0,-38.62,18.62,-30.0,12.0,,0.5,400.0
-17.5,-38.42,20.92,-30.0,12.0,,0.5,400.0
-15.0,-38.22,23.22,-30.0,12.0,,0.5,400.0
-12.5,-38.01,25.51,-30.0,12.0,,0.5,400.0
-10.0,-37.81,27.81,-30.0,12.0,,0.5,400.0
-7.5,-37.61,30.11,-30.0,12.0,,0.5,400.0
-5.0,-37.4,32.4,-30.0,12.0,,0.5,400.0
-2.5,-37.19,34.69,-30.0,12.0,,0.5,400.0
0.0,-36.95,36.95,-30.0,12.0,,0.5,400.0
-60.0,-63.01,3.01,-30.0,13.0,,0.5,400.0
-57.5,-60.51,3.01,-30.0,13.0,,0.5,400.0
-55.0,-58.01,3.01,-30.0,13.0,,0.5,400.0
-52.5,-55.51,3.01,-30.0,13.0,,0.5,400.0
-50.0,-53.01,3.01,-30.0,13.0,,0.5,400.0
-47.5,-50.51,3.01,-30.0,13.0,,0.5,400.0
-45.0,-48.01,3.01,-30.0,13.0,,0.5,400.0
-42.5,-45.51,3.01,-30.0,13.0,,0.5,400.0
-40.0,-43.08,3.08,-30.0,13.0,,0.5,400.0
-37.5,-41.24,3.74,-30.0,13.0,,0.5,400.0
-35.0,-40.09,5.09,-30.0,13.0,,0.5,400.0
-32.5,-39.65,7.15,-30.0,13.0,,0.5,400.0
-30.0,-39.46,9.46,-30.0,13.0,,0.5,400.0
-27.5,-39.27,11.77,-30.0,13.0,,0.5,400.0
-25.0,-39.08,14.08,-30.0,13.0,,0.5,400.0
-22.5,-38.89,16.39,-30.0,13.0,,0.5,400.0
-20.0,-38.7,18.7,-30.0,13.0,,0.5,400.0
-17.5,-38.52,21.02,-30.0,13.0,,0.5,400.0
-15.0,-38.33,23.33,-30.0,13.0,,0.5,400.0
-12.5,-38.14,25.64,-30.0,13.0,,0.5,400.0
-10.0,-37.95,27.95,-30.0,13.0,,0.5,400.0
-7.5,-37.76,30.26,-30.0,13.0,,0.5,400.0
-5.0,-37.57,32.57,-30.0,13.0,,0.5,400.0
-2.5,-37.37,34.87,-30.0,13.0,,0.5,400.0
0.0,-37.14,37.14,-30.0,13.0,,0.5,400.0
-60.0,-63.01,3.01,-30.0,14.0,,0.5,400.0
-57.5,-60.51,3.01,-30.0,14.0,,0.5,400.0
-55.0,-58.01,3.01,-30.0,14.0,,0.5,400.0
-52.5,-55.51,3.01,-30.0,14.0,,0.5,400.0
-50.0,-53.01,3.01,-30.0,14.0,,0.5,400.0
-47.5,-50.51,3.01,-30.0,14.0,,0.5,400.0
-45.0,-48.01,3.01,-30.0,14.0,,0.5,400.0
-42.5,-45.51,3.01,-30.0,14.0,,0.5,400.0
-40.0,-43.08,3.08,-30.0,14.0,,0.5,400.0
-37.5,-41.24,3.74,-30.0,14.0,,0.5,400.0
-35.0,-40.11,5.11,-30.0,14.0,,0.5,400.0
-32.5,-39.67,7.17,-30.0,14.0,,0.5,400.0
-30.0,-39.49,9.49,-30.0,14.0,,0.5,400.0
-27.5,-39.31,11.81,-30.0,14.0,,0.5,400.0
-25.0,-39.14,14.14,-30.0,14.0,,0.5,400.0
-22.5,-38.96,16.46,-30.0,14.0,,0.5,400.0
-20.0,-38.78,18.78,-30.0,14.0,,0.5,400.0
-17.5,-38.6,21.1,-30.0,14.0,,0.5,400.0
-15.0,-38.43,23.43,-30.0,14.0,,0.5,400.0
-12.5,-38.25,25.75,-30.0,14.0,,0.5,400.0
-10.0,-38.07,28.07,-30.0,14.0,,0.5,400.0
-7.5,-37.89,30.39,-30.0,14.0,,0.5,400.0
-5.0,-37.71,32.71,-30.0,14.0,,0.5,400.0
-2.5,-37.52,35.02,-30.0,14.0,,0.5,400.0
0.0,-37.31,37.31,-30.0,14.0,,0.5,400.0
-60.0,-63.01,3.01,-30.0,15.0,,0.5,400.0
-57.5,-60.51,3.01,-30.0,15.0,,0.5,400.0
-55.0,-58.01,3.01,-30.0,15.0,,0.5,400.0
-52.5,-55.51,3.01,-30.0,15.0,,0.5,400.0
-50.0,-53.01,3.01,-30.0,15.0,,0.5,400.0
-47.5,-50.51,3.01,-30.0,15.0,,0.5,400.0
-45.0,-48.01,3.01,-30.0,15.0,,0.5,400.0
-42.5,-45.51,3.01,-30.0,15.0,,0.5,400.0
-40.0,-43.08,3.08,-30.0,15.0,,0.5,400.0
-37.5,-41.24,3.74,-30.0,15.0,,0.5,400.0
-35.0,-40.11,5.11,-30.0,15.0,,0.5,400.0
-32.5,-39.69,7.19,-30.0,15.0,,0.5,400.0
-30.0,-39.52,9.52,-30.0,15.0,,0.5,400.0
-27.5,-39.35,11.85,-30.0,15.0,,0.5,400.0
-25.0,-39.18,14.18,-30.0,15.0,,0.5,400.0
-22.5,-39.02,16.52,-30.0,15.0,,0.5,400.0
-20.0,-38.85,18.85,-30.0,15.0,,0.5,400.0
-17.5,-38.68,21.18,-30.0,15.0,,0.5,400.0
-15.0,-38.51,23.51,-30.0,15.0,,0.5,400.0
-12.5,-38.35,25.85,-30.0,15.0,,0.5,400.0
-10.0,-38.18,28.18,-30.0,15.0,,0.5,400.0
-7.5,-38.01,30.51,-30.0,15.0,,0.5,400.0
-5.0,-37.84,32.84,-30.0,15.0,,0.5,400.0
-2.5,-37.66,35.16,-30.0,15.0,,0.5,400.0
0.0,-37.46,37.46,-30.0,15.0,,0.5,400.0
-60.0,-63.01,3.01,-30.0,16.0,,0.5,400.0
-57.5,-60.51,3.01,-30.0,16.0,,0.5,400.0
-55.0,-58.01,3.01,-30.0,16.0,,0.5,400.0
-52.5,-55.51,3.01,-30.0,16.0,,0.5,400.0
-50.0,-53.01,3.01,-30.0,16.0,,0.5,400.0
-47.5,-50.51,3.01,-30.0,16.0,,0.5,400.0
-45.0,-48.01,3.01,-30.0,16.0,,0.5,400.0
-42.5,-45.51,3.01,-30.0,16.0,,0.5,400.0
-40.0,-43.08,3.08,-30.0,16.0,,0.5,400.0
-37.5,-41.25,3.75,-30.0,16.0,,0.5,400.0
-35.0,-40.12,5.12,-30.0,16.0,,0.5,400.0
-32.5,-39.7,7.2,-30.0,16.0,,0.5,400.0
-30.0,-39.54,9.54,-30.0,16.0,,0.5,400.0
-27.5,-39.38,11.88,-30.0,16.0,,0.5,400.0
-25.0,-39.23,14.23,-30.0,16.0,,0.5,400.0
-22.5,-39.07,16.57,-30.0,16.0,,0.5,400.0
-20.0,-38.91,18.91,-30.0,16.0,,0.5,400.0
-17.5,-38.75,21.25,-30.0,16.0,,0.5,400.0
-15.0,-38.59,23.59,-30.0,16.0,,0.5,400.0
-12.5,-38.43,25.93,-30.0,16.0,,0.5,400.0
-10.0,-38.28,28.28,-30.0,16.0,,0.5,400.0
-7.5,-38.12,30.62,-30.0,16.0,,0.5,400.0
-5.0,-37.95,32.95,-30.0,16.0,,0.5,400.0
-2.5,-37.78,35.28,-30.0,16.0,,0.5,400.0
0.0,-37.59,37.59,-30.0,16.0,,0.5,400.0
-60.0,-63.01,3.01,-30.0,17.0,,0.5,400.0
-57.5,-60.51,3.01,-30.0,17.0,,0.5,400.0
-55.0,-58.01,3.01,-30.0,17.0,,0.5,400.0
-52.5,-55.51,3.01,-30.0,17.0,,0.5,400.0
-50.0,-53.01,3.01,-30.0,17.0,,0.5,400.0
-47.5,-50.51,3.01,-30.0,17.0,,0.5,400.0
-45.0,-48.01,3.01,-30.0,17.0,,0.5,400.0
-42.5,-45.51,3.01,-30.0,17.0,,0.5,400.0
-40.0,-43.08,3.08,-30.0,17.0,,0.5,400.0
-37.5,-41.25,3.75,-30.0,17.0,,0.5,400.0
-35.0,-40.13,5.13,-30.0,17.0,,0.5,400.0
-32.5,-39.72,7.22,-30.0,17.0,,0.5,400.0
-30.0,-39.57,9.57,-30.0,17.0,,0.5,400.0
-27.5,-39.41,11.91,-30.0,17.0,,0.5,400.0
-25.0,-39.26,14.26,-30.0,17.0,,0.5,400.0
-22.5,-39.11,16.61,-30.0,17.0,,0.5,400.0
-20.0,-38.96,18.96,-30.0,17.0,,0.5,400.0
-17.5,-38.81,21.31,-30.0,17.0,,0.5,400.0
-15.0,-38.66,23.66,-30.0,17.0,,0.5,400.0
-12.5,-38.51,26.01,-30.0,17.0,,0.5,400.0
-10.0,-38.36,28.36,-30.0,17.0,,0.5,400.0
-7.5,-38.21,30.71,-30.0,17.0,,0.5,400.0
-5.0,-38.06,33.06,-30.0,17.0,,0.5,400.0
-2.5,-37.89,35.39,-30.0,17.0,,0.5,400.0
0.0,-37.71,37.71,-30.0,17.0,,0.5,400.0
-60.0,-63.01,3.01,-30.0,17.0,,0.5,400.0
-57.5,-60.51,3.01,-30.0,17.0,,0.5,400.0
-55.0,-58.01,3.01,-30.0,17.0,,0.5,400.0
-52.5,-55.51,3.01,-30.0,17.0,,0.5,400.0
-50.0,-53.01,3.01,-30.0,17.0,,0.5,400.0
-47.5,-50.51,3.01,-30.0,17.0,,0.5,400.0
-45.0,-48.01,3.01,-30.0,17.0,,0.5,400.0
-42.5,-45.51,3.01,-30.0,17.0,,0.5,400.0
-40.0,-43.08,3.08,-30.0,17.0,,0.5,400.0
-37.5,-41.25,3.75,-30.0,17.0,,0.5,400.0
-35.0,-40.14,5.14,-30.0,17.0,,0.5,400.0
-32.5,-39.73,7.23,-30.0,17.0,,0.5,400.0
-30.0,-39.59,9.59,-30.0,17.0,,0.5,400.0
-27.5,-39.44,11.94,-30.0,17.0,,0.5,400.0
-25.0,-39.3,14.3,-30.0,17.0,,0.5,400.0
-22.5,-39.16,16.66,-30.0,17.0,,0.5,400.0
-20.0,-39.01,19.01,-30.0,17.0,,0.5,400.0
-17.5,-38.87,21.37,-30.0,17.0,,0.5,400.0
-15.0,-38.73,23.73,-30.0,17.0,,0.5,400.0
-12.5,-38.58,26.08,-30.0,17.0,,0.5,400.0
-10.0,-38.44,28.44,-30.0,17.0,,0.5,400.0
-7.5,-38.3,30.8,-30.0,17.0,,0.5,400.0
-5.0,-38.15,33.15,-30.0,17.0,,0.5,400.0
-2.5,-37.99,35.49,-30.0,17.0,,0.5,400.0
0.0,-37.81,37.81,-30.0,17.0,,0.5,400.0
-60.0,-63.01,3.01,-30.0,18.0,,0.5,400.0
-57.5,-60.51,3.01,-30.0,18.0,,0.5,400.0
-55.0,-58.01,3.01,-30.0,18.0,,0.5,400.0
-52.5,-55.51,3.01,-30.0,18.0,,0.5,400.0
-50.0,-53.01,3.01,-30.0,18.0,,0.5,400.0
-47.5,-50.51,3.01,-30.0,18.0,,0.5,400.0
-45.0,-48.01,3.01,-30.0,18.0,,0.5,400.0
-42.5,-45.51,3.01,-30.0,18.0,,0.5,400.0
-40.0,-43.08,3.08,-30.0,18.0,,0.5,400.0
-37.5,-41.25,3.75,-30.0,18.0,,0.5,400.0
-35.0,-40.14,5.14,-30.0,18.0,,0.5,400.0
