input_db,output_db,gain_reduction_db,threshold,ratio,knee,attack_ms,release_ms
-60.0,-63.13,3.13,-1.0,2.0,,,
-57.5,-60.87,3.37,-1.0,2.0,,,
-55.0,-58.74,3.74,-1.0,2.0,,,
-52.5,-56.74,4.24,-1.0,2.0,,,
-50.0,-54.87,4.87,-1.0,2.0,,,
-47.5,-53.13,5.63,-1.0,2.0,,,
-45.0,-51.52,6.52,-1.0,2.0,,,
-42.5,-50.16,7.66,-1.0,2.0,,,
-40.0,-50.01,10.01,-1.0,2.0,,,
-37.5,-49.81,12.31,-1.0,2.0,,,
-35.0,-49.7,14.7,-1.0,2.0,,,
-32.5,-49.58,17.08,-1.0,2.0,,,
-30.0,-49.34,19.34,-1.0,2.0,,,
-27.5,-48.86,21.36,-1.0,2.0,,,
-25.0,-48.14,23.14,-1.0,2.0,,,
-22.5,-47.26,24.76,-1.0,2.0,,,
-20.0,-46.27,26.27,-1.0,2.0,,,
-17.5,-45.21,27.71,-1.0,2.0,,,
-15.0,-44.1,29.1,-1.0,2.0,,,
-12.5,-42.95,30.45,-1.0,2.0,,,
-10.0,-41.77,31.77,-1.0,2.0,,,
-7.5,-40.58,33.08,-1.0,2.0,,,
-5.0,-39.36,34.36,-1.0,2.0,,,
-2.5,-38.12,35.62,-1.0,2.0,,,
0.0,-36.77,36.77,-1.0,2.0,,,
-60.0,-63.17,3.17,-1.0,3.0,,,
-57.5,-60.98,3.48,-1.0,3.0,,,
-55.0,-58.97,3.97,-1.0,3.0,,,
-52.5,-57.14,4.64,-1.0,3.0,,,
-50.0,-55.47,5.47,-1.0,3.0,,,
-47.5,-53.98,6.48,-1.0,3.0,,,
-45.0,-52.65,7.65,-1.0,3.0,,,
-42.5,-51.67,9.17,-1.0,3.0,,,
-40.0,-52.27,12.27,-1.0,3.0,,,
-37.5,-52.82,15.32,-1.0,3.0,,,
-35.0,-53.48,18.48,-1.0,3.0,,,
-32.5,-54.12,21.62,-1.0,3.0,,,
-30.0,-54.6,24.6,-1.0,3.0,,,
-27.5,-54.75,27.25,-1.0,3.0,,,
-25.0,-54.59,29.59,-1.0,3.0,,,
-22.5,-54.23,31.73,-1.0,3.0,,,
-20.0,-53.72,33.72,-1.0,3.0,,,
-17.5,-53.11,35.61,-1.0,3.0,,,
-15.0,-52.43,37.43,-1.0,3.0,,,
-12.5,-51.71,39.21,-1.0,3.0,,,
-10.0,-50.95,40.95,-1.0,3.0,,,
-7.5,-50.17,42.67,-1.0,3.0,,,
-5.0,-49.36,44.36,-1.0,3.0,,,
-2.5,-48.52,46.02,-1.0,3.0,,,
0.0,-47.57,47.57,-1.0,3.0,,,
-60.0,-63.19,3.19,-1.0,3.9,,,
-57.5,-61.04,3.54,-1.0,3.9,,,
-55.0,-59.09,4.09,-1.0,3.9,,,
-52.5,-57.33,4.83,-1.0,3.9,,,
-50.0,-55.77,5.77,-1.0,3.9,,,
-47.5,-54.4,6.9,-1.0,3.9,,,
-45.0,-53.22,8.22,-1.0,3.9,,,
-42.5,-52.42,9.92,-1.0,3.9,,,
-40.0,-53.4,13.4,-1.0,3.9,,,
-37.5,-54.32,16.82,-1.0,3.9,,,
-35.0,-55.36,20.36,-1.0,3.9,,,
-32.5,-56.37,23.87,-1.0,3.9,,,
-30.0,-57.21,27.21,-1.0,3.9,,,
-27.5,-57.68,30.18,-1.0,3.9,,,
-25.0,-57.8,32.8,-1.0,3.9,,,
-22.5,-57.69,35.19,-1.0,3.9,,,
-20.0,-57.41,37.41,-1.0,3.9,,,
-17.5,-57.03,39.53,-1.0,3.9,,,
-15.0,-56.57,41.57,-1.0,3.9,,,
-12.5,-56.06,43.56,-1.0,3.9,,,
-10.0,-55.5,45.5,-1.0,3.9,,,
-7.5,-54.92,47.42,-1.0,3.9,,,
-5.0,-54.31,49.31,-1.0,3.9,,,
-2.5,-53.67,51.17,-1.0,3.9,,,
0.0,-52.93,52.93,-1.0,3.9,,,
-60.0,-63.2,3.2,-1.0,4.8,,,
-57.5,-61.08,3.58,-1.0,4.8,,,
-55.0,-59.17,4.17,-1.0,4.8,,,
-52.5,-57.46,4.96,-1.0,4.8,,,
-50.0,-55.96,5.96,-1.0,4.8,,,
-47.5,-54.66,7.16,-1.0,4.8,,,
-45.0,-53.58,8.58,-1.0,4.8,,,
-42.5,-52.89,10.39,-1.0,4.8,,,
-40.0,-54.11,14.11,-1.0,4.8,,,
-37.5,-55.25,17.75,-1.0,4.8,,,
-35.0,-56.53,21.53,-1.0,4.8,,,
-32.5,-57.78,25.28,-1.0,4.8,,,
-30.0,-58.84,28.84,-1.0,4.8,,,
-27.5,-59.49,31.99,-1.0,4.8,,,
-25.0,-59.79,34.79,-1.0,4.8,,,
-22.5,-59.84,37.34,-1.0,4.8,,,
-20.0,-59.71,39.71,-1.0,4.8,,,
-17.5,-59.46,41.96,-1.0,4.8,,,
-15.0,-59.14,44.14,-1.0,4.8,,,
-12.5,-58.75,46.25,-1.0,4.8,,,
-10.0,-58.32,48.32,-1.0,4.8,,,
-7.5,-57.86,50.36,-1.0,4.8,,,
-5.0,-57.38,52.38,-1.0,4.8,,,
-2.5,-56.86,54.36,-1.0,4.8,,,
0.0,-56.24,56.24,-1.0,4.8,,,
-60.0,-63.21,3.21,-1.0,5.8,,,
-57.5,-61.1,3.6,-1.0,5.8,,,
-55.0,-59.21,4.21,-1.0,5.8,,,
-52.5,-57.54,5.04,-1.0,5.8,,,
-50.0,-56.08,6.08,-1.0,5.8,,,
-47.5,-54.84,7.34,-1.0,5.8,,,
-45.0,-53.81,8.81,-1.0,5.8,,,
-42.5,-53.2,10.7,-1.0,5.8,,,
-40.0,-54.58,14.58,-1.0,5.8,,,
-37.5,-55.88,18.38,-1.0,5.8,,,
-35.0,-57.31,22.31,-1.0,5.8,,,
-32.5,-58.72,26.22,-1.0,5.8,,,
-30.0,-59.92,29.92,-1.0,5.8,,,
-27.5,-60.71,33.21,-1.0,5.8,,,
-25.0,-61.12,36.12,-1.0,5.8,,,
-22.5,-61.27,38.77,-1.0,5.8,,,
-20.0,-61.24,41.24,-1.0,5.8,,,
-17.5,-61.09,43.59,-1.0,5.8,,,
-15.0,-60.85,45.85,-1.0,5.8,,,
-12.5,-60.55,48.05,-1.0,5.8,,,
-10.0,-60.21,50.21,-1.0,5.8,,,
-7.5,-59.84,52.34,-1.0,5.8,,,
-5.0,-59.44,54.44,-1.0,5.8,,,
-2.5,-59.0,56.5,-1.0,5.8,,,
0.0,-58.46,58.46,-1.0,5.8,,,
-60.0,-63.21,3.21,-1.0,6.7,,,
-57.5,-61.12,3.62,-1.0,6.7,,,
-55.0,-59.25,4.25,-1.0,6.7,,,
-52.5,-57.6,5.1,-1.0,6.7,,,
-50.0,-56.17,6.17,-1.0,6.7,,,
-47.5,-54.97,7.47,-1.0,6.7,,,
-45.0,-53.98,8.98,-1.0,6.7,,,
-42.5,-53.43,10.93,-1.0,6.7,,,
-40.0,-54.92,14.92,-1.0,6.7,,,
-37.5,-56.33,18.83,-1.0,6.7,,,
-35.0,-57.88,22.88,-1.0,6.7,,,
-32.5,-59.39,26.89,-1.0,6.7,,,
-30.0,-60.7,30.7,-1.0,6.7,,,
-27.5,-61.59,34.09,-1.0,6.7,,,
-25.0,-62.08,37.08,-1.0,6.7,,,
-22.5,-62.3,39.8,-1.0,6.7,,,
-20.0,-62.34,42.34,-1.0,6.7,,,
-17.5,-62.26,44.76,-1.0,6.7,,,
-15.0,-62.08,47.08,-1.0,6.7,,,
-12.5,-61.84,49.34,-1.0,6.7,,,
-10.0,-61.56,51.56,-1.0,6.7,,,
-7.5,-61.25,53.75,-1.0,6.7,,,
-5.0,-60.91,55.91,-1.0,6.7,,,
-2.5,-60.53,58.03,-1.0,6.7,,,
0.0,-60.05,60.05,-1.0,6.7,,,
-60.0,-63.22,3.22,-1.0,7.7,,,
-57.5,-61.13,3.63,-1.0,7.7,,,
-55.0,-59.28,4.28,-1.0,7.7,,,
-52.5,-57.65,5.15,-1.0,7.7,,,
-50.0,-56.24,6.24,-1.0,7.7,,,
-47.5,-55.06,7.56,-1.0,7.7,,,
-45.0,-54.11,9.11,-1.0,7.7,,,
-42.5,-53.6,11.1,-1.0,7.7,,,
-40.0,-55.18,15.18,-1.0,7.7,,,
-37.5,-56.67,19.17,-1.0,7.7,,,
-35.0,-58.3,23.3,-1.0,7.7,,,
-32.5,-59.9,27.4,-1.0,7.7,,,
-30.0,-61.29,31.29,-1.0,7.7,,,
-27.5,-62.25,34.75,-1.0,7.7,,,
-25.0,-62.8,37.8,-1.0,7.7,,,
-22.5,-63.08,40.58,-1.0,7.7,,,
-20.0,-63.18,43.18,-1.0,7.7,,,
-17.5,-63.14,45.64,-1.0,7.7,,,
-15.0,-63.01,48.01,-1.0,7.7,,,
-12.5,-62.82,50.32,-1.0,7.7,,,
-10.0,-62.59,52.59,-1.0,7.7,,,
-7.5,-62.32,54.82,-1.0,7.7,,,
-5.0,-62.02,57.02,-1.0,7.7,,,
-2.5,-61.69,59.19,-1.0,7.7,,,
0.0,-61.25,61.25,-1.0,7.7,,,
-60.0,-63.22,3.22,-1.0,8.6,,,
-57.5,-61.14,3.64,-1.0,8.6,,,
-55.0,-59.3,4.3,-1.0,8.6,,,
-52.5,-57.68,5.18,-1.0,8.6,,,
-50.0,-56.29,6.29,-1.0,8.6,,,
-47.5,-55.14,7.64,-1.0,8.6,,,
-45.0,-54.21,9.21,-1.0,8.6,,,
-42.5,-53.73,11.23,-1.0,8.6,,,
-40.0,-55.37,15.37,-1.0,8.6,,,
-37.5,-56.93,19.43,-1.0,8.6,,,
-35.0,-58.63,23.63,-1.0,8.6,,,
-32.5,-60.29,27.79,-1.0,8.6,,,
-30.0,-61.74,31.74,-1.0,8.6,,,
-27.5,-62.75,35.25,-1.0,8.6,,,
-25.0,-63.35,38.35,-1.0,8.6,,,
-22.5,-63.68,41.18,-1.0,8.6,,,
-20.0,-63.81,43.81,-1.0,8.6,,,
-17.5,-63.81,46.31,-1.0,8.6,,,
-15.0,-63.72,48.72,-1.0,8.6,,,
-12.5,-63.56,51.06,-1.0,8.6,,,
-10.0,-63.36,53.36,-1.0,8.6,,,
-7.5,-63.13,55.63,-1.0,8.6,,,
-5.0,-62.87,57.87,-1.0,8.6,,,
-2.5,-62.57,60.07,-1.0,8.6,,,
0.0,-62.17,62.17,-1.0,8.6,,,
-60.0,-63.22,3.22,-1.0,9.6,,,
-57.5,-61.15,3.65,-1.0,9.6,,,
-55.0,-59.31,4.31,-1.0,9.6,,,
-52.5,-57.71,5.21,-1.0,9.6,,,
-50.0,-56.34,6.34,-1.0,9.6,,,
-47.5,-55.2,7.7,-1.0,9.6,,,
-45.0,-54.29,9.29,-1.0,9.6,,,
-42.5,-53.84,11.34,-1.0,9.6,,,
-40.0,-55.54,15.54,-1.0,9.6,,,
-37.5,-57.15,19.65,-1.0,9.6,,,
-35.0,-58.9,23.9,-1.0,9.6,,,
-32.5,-60.62,28.12,-1.0,9.6,,,
-30.0,-62.12,32.12,-1.0,9.6,,,
-27.5,-63.17,35.67,-1.0,9.6,,,
-25.0,-63.81,38.81,-1.0,9.6,,,
-22.5,-64.17,41.67,-1.0,9.6,,,
-20.0,-64.34,44.34,-1.0,9.6,,,
-17.5,-64.37,46.87,-1.0,9.6,,,
-15.0,-64.31,49.31,-1.0,9.6,,,
-12.5,-64.19,51.69,-1.0,9.6,,,
-10.0,-64.01,54.01,-1.0,9.6,,,
-7.5,-63.81,56.31,-1.0,9.6,,,
-5.0,-63.57,58.57,-1.0,9.6,,,
-2.5,-63.3,60.8,-1.0,9.6,,,
0.0,-62.93,62.93,-1.0,9.6,,,
-60.0,-63.22,3.22,-1.0,10.5,,,
-57.5,-61.16,3.66,-1.0,10.5,,,
-55.0,-59.33,4.33,-1.0,10.5,,,
-52.5,-57.73,5.23,-1.0,10.5,,,
-50.0,-56.37,6.37,-1.0,10.5,,,
-47.5,-55.25,7.75,-1.0,10.5,,,
-45.0,-54.36,9.36,-1.0,10.5,,,
-42.5,-53.92,11.42,-1.0,10.5,,,
-40.0,-55.67,15.67,-1.0,10.5,,,
-37.5,-57.32,19.82,-1.0,10.5,,,
-35.0,-59.11,24.11,-1.0,10.5,,,
-32.5,-60.87,28.37,-1.0,10.5,,,
-30.0,-62.41,32.41,-1.0,10.5,,,
-27.5,-63.5,36.0,-1.0,10.5,,,
-25.0,-64.17,39.17,-1.0,10.5,,,
-22.5,-64.56,42.06,-1.0,10.5,,,
-20.0,-64.75,44.75,-1.0,10.5,,,
-17.5,-64.81,47.31,-1.0,10.5,,,
-15.0,-64.77,49.77,-1.0,10.5,,,
-12.5,-64.67,52.17,-1.0,10.5,,,
-10.0,-64.52,54.52,-1.0,10.5,,,
-7.5,-64.33,56.83,-1.0,10.5,,,
-5.0,-64.12,59.12,-1.0,10.5,,,
-2.5,-63.87,61.37,-1.0,10.5,,,
0.0,-63.53,63.53,-1.0,10.5,,,
-60.0,-63.23,3.23,-1.0,11.5,,,
-57.5,-61.16,3.66,-1.0,11.5,,,
-55.0,-59.34,4.34,-1.0,11.5,,,
-52.5,-57.75,5.25,-1.0,11.5,,,
-50.0,-56.4,6.4,-1.0,11.5,,,
-47.5,-55.29,7.79,-1.0,11.5,,,
-45.0,-54.41,9.41,-1.0,11.5,,,
-42.5,-54.0,11.5,-1.0,11.5,,,
-40.0,-55.77,15.77,-1.0,11.5,,,
-37.5,-57.46,19.96,-1.0,11.5,,,
-35.0,-59.29,24.29,-1.0,11.5,,,
-32.5,-61.09,28.59,-1.0,11.5,,,
-30.0,-62.66,32.66,-1.0,11.5,,,
-27.5,-63.78,36.28,-1.0,11.5,,,
-25.0,-64.47,39.47,-1.0,11.5,,,
-22.5,-64.89,42.39,-1.0,11.5,,,
-20.0,-65.1,45.1,-1.0,11.5,,,
-17.5,-65.18,47.68,-1.0,11.5,,,
-15.0,-65.16,50.16,-1.0,11.5,,,
-12.5,-65.08,52.58,-1.0,11.5,,,
-10.0,-64.95,54.95,-1.0,11.5,,,
-7.5,-64.78,57.28,-1.0,11.5,,,
-5.0,-64.59,59.59,-1.0,11.5,,,
-2.5,-64.36,61.86,-1.0,11.5,,,
0.0,-64.03,64.03,-1.0,11.5,,,
-60.0,-63.23,3.23,-1.0,12.4,,,
-57.5,-61.17,3.67,-1.0,12.4,,,
-55.0,-59.35,4.35,-1.0,12.4,,,
-52.5,-57.77,5.27,-1.0,12.4,,,
-50.0,-56.43,6.43,-1.0,12.4,,,
-47.5,-55.32,7.82,-1.0,12.4,,,
-45.0,-54.46,9.46,-1.0,12.4,,,
-42.5,-54.06,11.56,-1.0,12.4,,,
-40.0,-55.87,15.87,-1.0,12.4,,,
-37.5,-57.58,20.08,-1.0,12.4,,,
-35.0,-59.45,24.45,-1.0,12.4,,,
-32.5,-61.27,28.77,-1.0,12.4,,,
-30.0,-62.87,32.87,-1.0,12.4,,,
-27.5,-64.01,36.51,-1.0,12.4,,,
-25.0,-64.73,39.73,-1.0,12.4,,,
-22.5,-65.17,42.67,-1.0,12.4,,,
-20.0,-65.4,45.4,-1.0,12.4,,,
-17.5,-65.5,48.0,-1.0,12.4,,,
-15.0,-65.5,50.5,-1.0,12.4,,,
-12.5,-65.43,52.93,-1.0,12.4,,,
-10.0,-65.32,55.32,-1.0,12.4,,,
-7.5,-65.17,57.67,-1.0,12.4,,,
-5.0,-64.99,59.99,-1.0,12.4,,,
-2.5,-64.78,62.28,-1.0,12.4,,,
0.0,-64.46,64.46,-1.0,12.4,,,
-60.0,-63.23,3.23,-1.0,13.4,,,
-57.5,-61.17,3.67,-1.0,13.4,,,
-55.0,-59.36,4.36,-1.0,13.4,,,
-52.5,-57.78,5.28,-1.0,13.4,,,
-50.0,-56.45,6.45,-1.0,13.4,,,
-47.5,-55.35,7.85,-1.0,13.4,,,
-45.0,-54.5,9.5,-1.0,13.4,,,
-42.5,-54.11,11.61,-1.0,13.4,,,
-40.0,-55.95,15.95,-1.0,13.4,,,
-37.5,-57.69,20.19,-1.0,13.4,,,
-35.0,-59.58,24.58,-1.0,13.4,,,
-32.5,-61.43,28.93,-1.0,13.4,,,
-30.0,-63.06,33.06,-1.0,13.4,,,
-27.5,-64.22,36.72,-1.0,13.4,,,
-25.0,-64.97,39.97,-1.0,13.4,,,
-22.5,-65.42,42.92,-1.0,13.4,,,
-20.0,-65.67,45.67,-1.0,13.4,,,
-17.5,-65.78,48.28,-1.0,13.4,,,
-15.0,-65.79,50.79,-1.0,13.4,,,
-12.5,-65.74,53.24,-1.0,13.4,,,
-10.0,-65.64,55.64,-1.0,13.4,,,
-7.5,-65.51,58.01,-1.0,13.4,,,
-5.0,-65.35,60.35,-1.0,13.4,,,
-2.5,-65.15,62.65,-1.0,13.4,,,
0.0,-64.85,64.85,-1.0,13.4,,,
-60.0,-63.23,3.23,-1.0,14.3,,,
-57.5,-61.18,3.68,-1.0,14.3,,,
-55.0,-59.36,4.36,-1.0,14.3,,,
-52.5,-57.79,5.29,-1.0,14.3,,,
-50.0,-56.47,6.47,-1.0,14.3,,,
-47.5,-55.38,7.88,-1.0,14.3,,,
-45.0,-54.53,9.53,-1.0,14.3,,,
-42.5,-54.16,11.66,-1.0,14.3,,,
-40.0,-56.02,16.02,-1.0,14.3,,,
-37.5,-57.78,20.28,-1.0,14.3,,,
-35.0,-59.69,24.69,-1.0,14.3,,,
-32.5,-61.57,29.07,-1.0,14.3,,,
-30.0,-63.21,33.21,-1.0,14.3,,,
-27.5,-64.39,36.89,-1.0,14.3,,,
-25.0,-65.15,40.15,-1.0,14.3,,,
-22.5,-65.62,43.12,-1.0,14.3,,,
-20.0,-65.88,45.88,-1.0,14.3,,,
-17.5,-66.0,48.5,-1.0,14.3,,,
-15.0,-66.03,51.03,-1.0,14.3,,,
-12.5,-65.99,53.49,-1.0,14.3,,,
-10.0,-65.9,55.9,-1.0,14.3,,,
-7.5,-65.78,58.28,-1.0,14.3,,,
-5.0,-65.63,60.63,-1.0,14.3,,,
-2.5,-65.44,62.94,-1.0,14.3,,,
0.0,-65.15,65.15,-1.0,14.3,,,
-60.0,-63.23,3.23,-1.0,15.3,,,
-57.5,-61.18,3.68,-1.0,15.3,,,
-55.0,-59.37,4.37,-1.0,15.3,,,
-52.5,-57.8,5.3,-1.0,15.3,,,
-50.0,-56.48,6.48,-1.0,15.3,,,
-47.5,-55.4,7.9,-1.0,15.3,,,
-45.0,-54.56,9.56,-1.0,15.3,,,
-42.5,-54.2,11.7,-1.0,15.3,,,
-40.0,-56.08,16.08,-1.0,15.3,,,
-37.5,-57.86,20.36,-1.0,15.3,,,
-35.0,-59.79,24.79,-1.0,15.3,,,
-32.5,-61.68,29.18,-1.0,15.3,,,
-30.0,-63.35,33.35,-1.0,15.3,,,
-27.5,-64.55,37.05,-1.0,15.3,,,
-25.0,-65.32,40.32,-1.0,15.3,,,
-22.5,-65.8,43.3,-1.0,15.3,,,
-20.0,-66.07,46.07,-1.0,15.3,,,
-17.5,-66.21,48.71,-1.0,15.3,,,
-15.0,-66.25,51.25,-1.0,15.3,,,
-12.5,-66.22,53.72,-1.0,15.3,,,
-10.0,-66.14,56.14,-1.0,15.3,,,
-7.5,-66.03,58.53,-1.0,15.3,,,
-5.0,-65.89,60.89,-1.0,15.3,,,
-2.5,-65.71,63.21,-1.0,15.3,,,
0.0,-65.43,65.43,-1.0,15.3,,,
-60.0,-63.23,3.23,-1.0,16.2,,,
-57.5,-61.18,3.68,-1.0,16.2,,,
-55.0,-59.38,4.38,-1.0,16.2,,,
-52.5,-57.81,5.31,-1.0,16.2,,,
-50.0,-56.5,6.5,-1.0,16.2,,,
-47.5,-55.42,7.92,-1.0,16.2,,,
-45.0,-54.59,9.59,-1.0,16.2,,,
-42.5,-54.23,11.73,-1.0,16.2,,,
-40.0,-56.13,16.13,-1.0,16.2,,,
-37.5,-57.93,20.43,-1.0,16.2,,,
-35.0,-59.88,24.88,-1.0,16.2,,,
-32.5,-61.79,29.29,-1.0,16.2,,,
-30.0,-63.47,33.47,-1.0,16.2,,,
-27.5,-64.68,37.18,-1.0,16.2,,,
-25.0,-65.47,40.47,-1.0,16.2,,,
-22.5,-65.96,43.46,-1.0,16.2,,,
-20.0,-66.24,46.24,-1.0,16.2,,,
-17.5,-66.39,48.89,-1.0,16.2,,,
-15.0,-66.44,51.44,-1.0,16.2,,,
-12.5,-66.42,53.92,-1.0,16.2,,,
-10.0,-66.35,56.35,-1.0,16.2,,,
-7.5,-66.25,58.75,-1.0,16.2,,,
-5.0,-66.12,61.12,-1.0,16.2,,,
-2.5,-65.95,63.45,-1.0,16.2,,,
0.0,-65.68,65.68,-1.0,16.2,,,
-60.0,-63.23,3.23,-1.0,17.2,,,
-57.5,-61.18,3.68,-1.0,17.2,,,
-55.0,-59.38,4.38,-1.0,17.2,,,
-52.5,-57.82,5.32,-1.0,17.2,,,
-50.0,-56.51,6.51,-1.0,17.2,,,
-47.5,-55.44,7.94,-1.0,17.2,,,
-45.0,-54.62,9.62,-1.0,17.2,,,
-42.5,-54.27,11.77,-1.0,17.2,,,
-40.0,-56.18,16.18,-1.0,17.2,,,
-37.5,-57.99,20.49,-1.0,17.2,,,
-35.0,-59.96,24.96,-1.0,17.2,,,
-32.5,-61.89,29.39,-1.0,17.2,,,
-30.0,-63.59,33.59,-1.0,17.2,,,
-27.5,-64.81,37.31,-1.0,17.2,,,
-25.0,-65.61,40.61,-1.0,17.2,,,
-22.5,-66.11,43.61,-1.0,17.2,,,
-20.0,-66.4,46.4,-1.0,17.2,,,
-17.5,-66.56,49.06,-1.0,17.2,,,
-15.0,-66.62,51.62,-1.0,17.2,,,
-12.5,-66.61,54.11,-1.0,17.2,,,
-10.0,-66.55,56.55,-1.0,17.2,,,
-7.5,-66.45,58.95,-1.0,17.2,,,
-5.0,-66.33,61.33,-1.0,17.2,,,
-2.5,-66.17,63.67,-1.0,17.2,,,
0.0,-65.91,65.91,-1.0,17.2,,,
-60.0,-63.23,3.23,-1.0,18.1,,,
-57.5,-61.19,3.69,-1.0,18.1,,,
-55.0,-59.39,4.39,-1.0,18.1,,,
-52.5,-57.83,5.33,-1.0,18.1,,,
-50.0,-56.52,6.52,-1.0,18.1,,,
-47.5,-55.46,7.96,-1.0,18.1,,,
-45.0,-54.64,9.64,-1.0,18.1,,,
-42.5,-54.29,11.79,-1.0,18.1,,,
-40.0,-56.22,16.22,-1.0,18.1,,,
-37.5,-58.05,20.55,-1.0,18.1,,,
-35.0,-60.03,25.03,-1.0,18.1,,,
-32.5,-61.97,29.47,-1.0,18.1,,,
-30.0,-63.68,33.68,-1.0,18.1,,,
-27.5,-64.92,37.42,-1.0,18.1,,,
-25.0,-65.72,40.72,-1.0,18.1,,,
-22.5,-66.23,43.73,-1.0,18.1,,,
-20.0,-66.54,46.54,-1.0,18.1,,,
-17.5,-66.7,49.2,-1.0,18.1,,,
-15.0,-66.77,51.77,-1.0,18.1,,,
-12.5,-66.77,54.27,-1.0,18.1,,,
-10.0,-66.71,56.71,-1.0,18.1,,,
-7.5,-66.62,59.12,-1.0,18.1,,,
-5.0,-66.51,61.51,-1.0,18.1,,,
-2.5,-66.36,63.86,-1.0,18.1,,,
0.0,-66.1,66.1,-1.0,18.1,,,
-60.0,-63.23,3.23,-1.0,19.1,,,
-57.5,-61.19,3.69,-1.0,19.1,,,
-55.0,-59.39,4.39,-1.0,19.1,,,
-52.5,-57.84,5.34,-1.0,19.1,,,
-50.0,-56.53,6.53,-1.0,19.1,,,
-47.5,-55.47,7.97,-1.0,19.1,,,
-45.0,-54.66,9.66,-1.0,19.1,,,
-42.5,-54.32,11.82,-1.0,19.1,,,
-40.0,-56.26,16.26,-1.0,19.1,,,
-37.5,-58.1,20.6,-1.0,19.1,,,
-35.0,-60.09,25.09,-1.0,19.1,,,
-32.5,-62.04,29.54,-1.0,19.1,,,
-30.0,-63.77,33.77,-1.0,19.1,,,
-27.5,-65.01,37.51,-1.0,19.1,,,
-25.0,-65.83,40.83,-1.0,19.1,,,
-22.5,-66.34,43.84,-1.0,19.1,,,
-20.0,-66.66,46.66,-1.0,19.1,,,
-17.5,-66.83,49.33,-1.0,19.1,,,
-15.0,-66.9,51.9,-1.0,19.1,,,
-12.5,-66.9,54.4,-1.0,19.1,,,
-10.0,-66.86,56.86,-1.0,19.1,,,
-7.5,-66.78,59.28,-1.0,19.1,,,
-5.0,-66.67,61.67,-1.0,19.1,,,
-2.5,-66.52,64.02,-1.0,19.1,,,
0.0,-66.27,66.27,-1.0,19.1,,,
-60.0,-63.23,3.23,-1.0,20.0,,,
-57.5,-61.19,3.69,-1.0,20.0,,,
-55.0,-59.39,4.39,-1.0,20.0,,,
-52.5,-57.84,5.34,-1.0,20.0,,,
-50.0,-56.54,6.54,-1.0,20.0,,,
-47.5,-55.48,7.98,-1.0,20.0,,,
-45.0,-54.67,9.67,-1.0,20.0,,,
-42.5,-54.34,11.84,-1.0,20.0,,,
-40.0,-56.29,16.29,-1.0,20.0,,,
-37.5,-58.15,20.65,-1.0,20.0,,,
-35.0,-60.15,25.15,-1.0,20.0,,,
-32.5,-62.11,29.61,-1.0,20.0,,,
-30.0,-63.85,33.85,-1.0,20.0,,,
-27.5,-65.1,37.6,-1.0,20.0,,,
-25.0,-65.93,40.93,-1.0,20.0,,,
-22.5,-66.45,43.95,-1.0,20.0,,,
-20.0,-66.77,46.77,-1.0,20.0,,,
-17.5,-66.95,49.45,-1.0,20.0,,,
-15.0,-67.03,52.03,-1.0,20.0,,,
-12.5,-67.04,54.54,-1.0,20.0,,,
-10.0,-67.0,57.0,-1.0,20.0,,,
-7.5,-66.92,59.42,-1.0,20.0,,,
-5.0,-66.82,61.82,-1.0,20.0,,,
-2.5,-66.68,64.18,-1.0,20.0,,,
0.0,-66.44,66.44,-1.0,20.0,,,
-60.0,-63.01,3.01,-0.79,2.0,,,
-57.5,-60.51,3.01,-0.79,2.0,,,
-55.0,-58.09,3.09,-0.79,2.0,,,
-52.5,-55.81,3.31,-0.79,2.0,,,
-50.0,-53.66,3.66,-0.79,2.0,,,
-47.5,-51.65,4.15,-0.79,2.0,,,
-45.0,-49.78,4.78,-0.79,2.0,,,
-42.5,-48.14,5.64,-0.79,2.0,,,
-40.0,-47.55,7.55,-0.79,2.0,,,
-37.5,-47.29,9.79,-0.79,2.0,,,
-35.0,-47.19,12.19,-0.79,2.0,,,
-32.5,-47.07,14.57,-0.79,2.0,,,
-30.0,-46.83,16.83,-0.79,2.0,,,
-27.5,-46.35,18.85,-0.79,2.0,,,
-25.0,-45.63,20.63,-0.79,2.0,,,
-22.5,-44.76,22.26,-0.79,2.0,,,
-20.0,-43.77,23.77,-0.79,2.0,,,
-17.5,-42.71,25.21,-0.79,2.0,,,
-15.0,-41.6,26.6,-0.79,2.0,,,
-12.5,-40.45,27.95,-0.79,2.0,,,
-10.0,-39.28,29.28,-0.79,2.0,,,
-7.5,-38.08,30.58,-0.79,2.0,,,
-5.0,-36.87,31.87,-0.79,2.0,,,
-2.5,-35.63,33.13,-0.79,2.0,,,
0.0,-34.28,34.28,-0.79,2.0,,,
-60.0,-63.01,3.01,-0.79,3.0,,,
-57.5,-60.51,3.01,-0.79,3.0,,,
-55.0,-58.12,3.12,-0.79,3.0,,,
-52.5,-55.9,3.4,-0.79,3.0,,,
-50.0,-53.87,3.87,-0.79,3.0,,,
-47.5,-52.02,4.52,-0.79,3.0,,,
-45.0,-50.35,5.35,-0.79,3.0,,,
-42.5,-48.99,6.49,-0.79,3.0,,,
-40.0,-49.02,9.02,-0.79,3.0,,,
-37.5,-49.49,11.99,-0.79,3.0,,,
-35.0,-50.15,15.15,-0.79,3.0,,,
-32.5,-50.8,18.3,-0.79,3.0,,,
